Family,Gene
G1412_CDS_3047,"['G1412_CDS_3047', 'G1413_CDS_2998', 'G1414_CDS_2558']"
GCA_017745625.1_CDS_3477,['GCA_017745625.1_CDS_3477']
EHA_G1407_CDS_5452,"['EHA_G1407_CDS_5452', 'EHB_G1408_CDS_5589', 'EHC_G1409_CDS_5578', 'EHD_G1410_CDS_5418', 'JMCD_G1432_CDS_3015', 'JMCD_G1432_CDS_3016', 'JMCD_G1433_CDS_2787', 'JMCD_G1433_CDS_2788', 'JMCD_G1434_CDS_2838', 'JMCD_G1434_CDS_2839']"
GCA_027529585.1_CDS_3289,['GCA_027529585.1_CDS_3289']
GCA_028745525.1_CDS_4548,['GCA_028745525.1_CDS_4548']
GCA_900010105.1_CDS_0804,"['GCA_900009125.1_CDS_0763', 'GCA_900010105.1_CDS_0804']"
GCA_027529815.1_CDS_0561,['GCA_027529815.1_CDS_0561']
DC32_G1318_CDS_5075,"['DC32_G1318_CDS_5075', 'HH1101_G1394_CDS_0866', 'NJ810_G1325_CDS_4900']"
AC5204_G1324_CDS_2784,['AC5204_G1324_CDS_2784']
GCA_000508285.1_CDS_5310,"['GCA_000508285.1_CDS_5310', 'GCA_001299235.1_CDS_2018', 'GCA_001457475.1_CDS_5277', 'GCA_013343135.1_CDS_2763', 'GCA_016027035.1_CDS_1938', 'GCA_022870085.1_CDS_0197', 'GCA_900475575.1_CDS_5213']"
GCA_003293615.1_CDS_5800,['GCA_003293615.1_CDS_5800']
GCA_001299055.1_CDS_4568,['GCA_001299055.1_CDS_4568']
HH1101_G1394_CDS_5566,['HH1101_G1394_CDS_5566']
GCF_002192705.1_CDS_5797,['GCF_002192705.1_CDS_5797']
JMCD_G1434_CDS_7097,"['G1413_CDS_5960', 'JMCD_G1434_CDS_7097']"
EHA_G1407_CDS_3459,"['EHA_G1407_CDS_3459', 'EHB_G1408_CDS_1203', 'EHC_G1409_CDS_1344', 'EHD_G1410_CDS_4009']"
GCA_017745625.1_CDS_4997,"['GCA_017745625.1_CDS_4997', 'GCF_002192695.1_CDS_4329']"
GCA_900009115.1_CDS_3482,"['GCA_027529805.1_CDS_6000', 'GCA_028462445.1_CDS_5371', 'GCA_900009115.1_CDS_3482']"
GCA_001641525.1_CDS_4652,"['GCA_001566985.1_CDS_1869', 'GCA_001641525.1_CDS_4652', 'GCF_001641525.1_CDS_4770', 'GCF_009363015.1_CDS_0294', 'NJ7201_G1323_CDS_4171']"
GCA_001558915.2_CDS_1855,['GCA_001558915.2_CDS_1855']
AC5204_G1324_CDS_4677,"['AC5204_G1324_CDS_4677', 'GCA_000508285.1_CDS_3918', 'GCA_000967095.1_CDS_5620', 'JMCD_G1433_CDS_2067', 'JMCD_G1434_CDS_2119']"
GCA_001558755.2_CDS_3239,['GCA_001558755.2_CDS_3239']
GCA_001299055.1_CDS_6117,['GCA_001299055.1_CDS_6117']
G1412_CDS_2905,['G1412_CDS_2905']
GCA_001707475.1_CDS_1557,['GCA_001707475.1_CDS_1557']
PCF1_G1423_CDS_0022,['PCF1_G1423_CDS_0022']
GCA_001299095.1_CDS_4336,"['GCA_001299095.1_CDS_4336', 'GCA_001558915.2_CDS_1763', 'GCA_016403305.1_CDS_3622', 'GCA_016728825.1_CDS_0286', 'GCA_025426095.1_CDS_5455', 'GCF_002192695.1_CDS_3729']"
GCA_001299035.1_CDS_0971,"['GCA_001299035.1_CDS_0971', 'GCF_009363015.1_CDS_1371']"
GCA_044069285.1_CDS_0173,"['GCA_008631215.1_CDS_0089', 'GCA_016599195.1_CDS_1871', 'GCA_044069285.1_CDS_0173']"
GCF_009363015.1_CDS_5408,"['GCA_000165835.1_CDS_6693', 'GCF_009363015.1_CDS_5408']"
GCF_009363015.1_CDS_4865,"['GCA_001566985.1_CDS_1106', 'GCA_001641525.1_CDS_4350', 'GCF_001641525.1_CDS_4462', 'GCF_001641525.1_CDS_4463', 'GCF_009363015.1_CDS_4865', 'GCF_009363015.1_CDS_4866', 'GCF_009363015.1_CDS_4867']"
GCA_033096405.1_CDS_5328,['GCA_033096405.1_CDS_5328']
GCA_029837755.1_CDS_0188,"['GCA_001298895.1_CDS_3712', 'GCA_001299015.1_CDS_3212', 'GCA_001299215.1_CDS_1769', 'GCA_001299235.1_CDS_2070', 'GCA_029837755.1_CDS_0188', 'GCF_029837835.1_CDS_3278']"
DC32_G1318_CDS_2980,"['DC32_G1318_CDS_2980', 'GCA_000967095.1_CDS_5191', 'HH1101_G1394_CDS_4395', 'JMCD_G1432_CDS_4258', 'NJ810_G1325_CDS_2941']"
GCA_027922385.1_CDS_4729,['GCA_027922385.1_CDS_4729']
GCA_003503255.1_CDS_4413,"['GCA_003503255.1_CDS_4413', 'GCA_014353695.1_CDS_4494', 'GCA_014490035.1_CDS_1762', 'GCA_014529725.1_CDS_5029']"
GCA_013413495.1_CDS_5934,['GCA_013413495.1_CDS_5934']
GCA_001299175.1_CDS_1109,"['GCA_001299175.1_CDS_1109', 'GCA_001566985.1_CDS_4766', 'GCA_023703405.1_CDS_5063', 'GCF_002192705.1_CDS_2817']"
G1412_CDS_3769,['G1412_CDS_3769']
GCA_027529565.1_CDS_4731,"['GCA_001566985.1_CDS_4989', 'GCA_001641525.1_CDS_2407', 'GCA_001641525.1_CDS_3592', 'GCA_025818255.1_CDS_0357', 'GCA_027529565.1_CDS_4731', 'GCF_001641525.1_CDS_2465', 'GCF_001641525.1_CDS_3678']"
GCA_001558915.2_CDS_1929,['GCA_001558915.2_CDS_1929']
GCA_001566985.1_CDS_3792,"['GCA_001566985.1_CDS_3792', 'GCF_009363015.1_CDS_0701']"
GCA_013413495.1_CDS_3585,"['GCA_001298915.1_CDS_1438', 'GCA_013413495.1_CDS_3585', 'GCA_034078005.1_CDS_3215']"
GCF_009363015.1_CDS_3423,['GCF_009363015.1_CDS_3423']
GCA_001299015.1_CDS_2749,['GCA_001299015.1_CDS_2749']
GCA_001807115.1_CDS_3514,['GCA_001807115.1_CDS_3514']
GCA_001707475.1_CDS_4265,['GCA_001707475.1_CDS_4265']
GCA_001299335.1_CDS_4735,"['GCA_001299335.1_CDS_4735', 'GCA_001815425.1_CDS_5275', 'GCA_001957055.1_CDS_4034', 'GCA_002083165.2_CDS_3529', 'GCA_010815595.1_CDS_4004', 'GCA_022488515.1_CDS_2459', 'GCA_028745525.1_CDS_4088']"
GCA_001957065.1_CDS_3344,['GCA_001957065.1_CDS_3344']
DC32_G1318_CDS_3638,"['DC32_G1318_CDS_3638', 'GCA_000967095.1_CDS_5865', 'HH1101_G1394_CDS_4868', 'NJ810_G1325_CDS_3640']"
PCF1_G1388_CDS_1089,['PCF1_G1388_CDS_1089']
GCA_022488505.1_CDS_4574,"['GCA_022444285.1_CDS_1523', 'GCA_022488505.1_CDS_4574']"
NJ7201_G1323_CDS_5705,['NJ7201_G1323_CDS_5705']
GCA_022444285.1_CDS_2216,['GCA_022444285.1_CDS_2216']
JMCD_G1432_CDS_4078,"['JMCD_G1432_CDS_4078', 'JMCD_G1433_CDS_1714']"
GCA_008631215.1_CDS_4808,['GCA_008631215.1_CDS_4808']
GCF_002192695.1_CDS_1173,"['GCA_034424885.1_CDS_1358', 'GCA_034424905.1_CDS_1041', 'GCA_034424925.1_CDS_0076', 'GCF_002192695.1_CDS_1173']"
G1414_CDS_4863,['G1414_CDS_4863']
GCA_001541435.1_CDS_1272,"['GCA_001541435.1_CDS_1272', 'GCA_001654705.1_CDS_2475', 'GCF_001541435.1_CDS_1301', 'GCF_001654705.1_CDS_2562']"
PCF1_G1423_CDS_6587,"['G1414_CDS_6464', 'PCF1_G1423_CDS_6587']"
GCA_003503255.1_CDS_0127,"['GCA_000165835.1_CDS_0253', 'GCA_003503255.1_CDS_0127', 'GCA_014353695.1_CDS_0318', 'GCA_014490035.1_CDS_0243', 'GCA_014529725.1_CDS_1512']"
GCA_001299155.1_CDS_5763,"['GCA_000967095.1_CDS_0032', 'GCA_001299055.1_CDS_4492', 'GCA_001299155.1_CDS_5763', 'GCA_022488515.1_CDS_5995', 'GCA_032703345.1_CDS_2103']"
GCA_003503255.1_CDS_1297,"['GCA_003503255.1_CDS_1297', 'GCA_014353695.1_CDS_3523', 'GCA_014490035.1_CDS_1063', 'GCA_014529725.1_CDS_1790', 'GCA_017745625.1_CDS_5369', 'GCF_002192695.1_CDS_0331', 'GCF_002192705.1_CDS_4939']"
GCF_009363015.1_CDS_0699,"['GCA_001566985.1_CDS_3791', 'GCF_009363015.1_CDS_0699']"
GCF_002192695.1_CDS_5416,['GCF_002192695.1_CDS_5416']
GCA_023703405.1_CDS_4103,['GCA_023703405.1_CDS_4103']
GCA_001298795.1_CDS_2880,['GCA_001298795.1_CDS_2880']
GCA_017745625.1_CDS_3987,['GCA_017745625.1_CDS_3987']
GCA_001298795.1_CDS_3177,"['GCA_001298795.1_CDS_3177', 'GCA_001299195.1_CDS_3856', 'GCA_029837755.1_CDS_1192', 'GCF_029837835.1_CDS_1575']"
GCA_001558755.2_CDS_0143,['GCA_001558755.2_CDS_0143']
AC5204_G1324_CDS_3038,['AC5204_G1324_CDS_3038']
GCF_009363015.1_CDS_3448,['GCF_009363015.1_CDS_3448']
JMCD_G1433_CDS_2705,['JMCD_G1433_CDS_2705']
NJ7201_G1323_CDS_1313,"['NJ7201_G1323_CDS_1310', 'NJ7201_G1323_CDS_1313']"
JMCD_G1434_CDS_2026,"['GCA_000967095.1_CDS_5537', 'JMCD_G1433_CDS_1975', 'JMCD_G1434_CDS_2026']"
GCA_900009115.1_CDS_2327,['GCA_900009115.1_CDS_2327']
NJ7201_G1323_CDS_0810,['NJ7201_G1323_CDS_0810']
GCA_017745625.1_CDS_4919,['GCA_017745625.1_CDS_4919']
GCA_017745625.1_CDS_3027,['GCA_017745625.1_CDS_3027']
G1413_CDS_0912,"['G1412_CDS_0894', 'G1413_CDS_0912', 'G1414_CDS_4590', 'PCF1_G1423_CDS_4599']"
GCF_002192705.1_CDS_4979,['GCF_002192705.1_CDS_4979']
JMCD_G1434_CDS_7778,['JMCD_G1434_CDS_7778']
NJ810_G1325_CDS_5816,['NJ810_G1325_CDS_5816']
AC5204_G1324_CDS_5078,['AC5204_G1324_CDS_5078']
G1412_CDS_4211,['G1412_CDS_4211']
GCA_001299055.1_CDS_2933,"['GCA_001299055.1_CDS_2933', 'GCA_001299235.1_CDS_0679', 'GCA_013413495.1_CDS_4693', 'GCA_032703345.1_CDS_5779', 'GCA_034424885.1_CDS_1312', 'GCA_034424905.1_CDS_0995', 'GCA_034424925.1_CDS_0030']"
GCA_001298795.1_CDS_5438,"['GCA_001298795.1_CDS_5438', 'GCA_001299195.1_CDS_3336', 'GCA_022488545.1_CDS_1382']"
GCF_009363015.1_CDS_5413,"['GCA_000165835.1_CDS_6682', 'GCF_009363015.1_CDS_5413']"
JMCD_G1434_CDS_1295,"['JMCD_G1433_CDS_1255', 'JMCD_G1434_CDS_1295']"
GCA_027922385.1_CDS_2674,['GCA_027922385.1_CDS_2674']
GCA_001298935.1_CDS_2516,['GCA_001298935.1_CDS_2516']
GCA_022488505.1_CDS_0989,"['GCA_022444285.1_CDS_4811', 'GCA_022488505.1_CDS_0989']"
GCA_001299195.1_CDS_0136,"['GCA_001298795.1_CDS_0730', 'GCA_001299195.1_CDS_0136']"
AC5204_G1324_CDS_7637,['AC5204_G1324_CDS_7637']
GCA_001957065.1_CDS_3314,['GCA_001957065.1_CDS_3314']
JMCD_G1433_CDS_6007,"['AC5204_G1324_CDS_0722', 'JMCD_G1433_CDS_6007', 'JMCD_G1434_CDS_6207']"
GCA_000165835.1_CDS_6800,"['GCA_000165835.1_CDS_6800', 'GCA_003293615.1_CDS_5788', 'GCF_009363015.1_CDS_5537']"
JMCD_G1432_CDS_3667,"['GCA_036035015.1_CDS_2881', 'JMCD_G1432_CDS_3667', 'JMCD_G1433_CDS_2119', 'JMCD_G1434_CDS_2168']"
GCA_001707475.1_CDS_5018,['GCA_001707475.1_CDS_5018']
GCF_002192705.1_CDS_0407,"['GCA_000165835.1_CDS_3313', 'GCA_013413495.1_CDS_5940', 'GCA_017745625.1_CDS_4921', 'GCF_002192695.1_CDS_4845', 'GCF_002192705.1_CDS_0407', 'GCF_002192705.1_CDS_2497']"
GCA_001815885.1_CDS_0837,['GCA_001815885.1_CDS_0837']
GCA_016403305.1_CDS_1834,"['GCA_001299335.1_CDS_4370', 'GCA_016403305.1_CDS_1834', 'GCA_016728825.1_CDS_4787', 'GCA_034078005.1_CDS_2620', 'GCA_034078005.1_CDS_4740', 'GCA_900010105.1_CDS_5159']"
GCF_009363015.1_CDS_5498,['GCF_009363015.1_CDS_5498']
GCA_022444285.1_CDS_1771,['GCA_022444285.1_CDS_1771']
GCA_001275845.1_CDS_1441,"['GCA_001275845.1_CDS_1441', 'GCA_001275865.1_CDS_4614', 'GCA_001275875.1_CDS_3250', 'GCA_001276005.1_CDS_2872', 'GCA_001276025.1_CDS_4111', 'GCA_001276315.1_CDS_1096']"
GCA_022488545.1_CDS_1386,['GCA_022488545.1_CDS_1386']
GCA_001641525.1_CDS_4000,"['GCA_001566985.1_CDS_3230', 'GCA_001641525.1_CDS_4000', 'GCF_001641525.1_CDS_4105', 'GCF_009363015.1_CDS_4452', 'NJ7201_G1323_CDS_3430']"
GCA_027922385.1_CDS_4312,['GCA_027922385.1_CDS_4312']
GCA_900009115.1_CDS_2326,['GCA_900009115.1_CDS_2326']
JMCD_G1434_CDS_2849,['JMCD_G1434_CDS_2849']
GCA_017745625.1_CDS_2791,['GCA_017745625.1_CDS_2791']
GCA_001558755.2_CDS_0199,['GCA_001558755.2_CDS_0199']
G1414_CDS_6468,['G1414_CDS_6468']
GCA_017745625.1_CDS_3700,['GCA_017745625.1_CDS_3700']
G1413_CDS_4563,['G1413_CDS_4563']
GCA_001641525.1_CDS_4231,"['GCA_000165835.1_CDS_1389', 'GCA_001641525.1_CDS_4231', 'GCF_001641525.1_CDS_4340', 'GCF_009363015.1_CDS_2570']"
GCA_032703345.1_CDS_5777,['GCA_032703345.1_CDS_5777']
GCA_001957055.1_CDS_2199,['GCA_001957055.1_CDS_2199']
GCA_001810925.1_CDS_5240,['GCA_001810925.1_CDS_5240']
GCA_036527295.1_CDS_0706,['GCA_036527295.1_CDS_0706']
GCA_001299155.1_CDS_1705,['GCA_001299155.1_CDS_1705']
GCA_003503255.1_CDS_5324,"['GCA_003503255.1_CDS_5324', 'GCA_014353695.1_CDS_5116', 'GCA_014490035.1_CDS_2282', 'GCA_014529725.1_CDS_5910']"
GCA_001707475.1_CDS_0430,['GCA_001707475.1_CDS_0430']
GCA_001957065.1_CDS_4971,"['GCA_001957065.1_CDS_4971', 'GCA_033096405.1_CDS_4432']"
JMCD_G1432_CDS_6751,['JMCD_G1432_CDS_6751']
GCA_027529805.1_CDS_3625,"['GCA_001813885.1_CDS_1311', 'GCA_027529805.1_CDS_3625']"
GCA_001299055.1_CDS_6200,['GCA_001299055.1_CDS_6200']
GCA_001707475.1_CDS_1037,['GCA_001707475.1_CDS_1037']
GCF_029837835.1_CDS_0472,"['GCA_000967095.1_CDS_0697', 'GCA_029837755.1_CDS_6493', 'GCF_029837835.1_CDS_0472']"
GCA_900009125.1_CDS_2127,['GCA_900009125.1_CDS_2127']
GCF_001654705.1_CDS_2711,"['GCA_001558755.2_CDS_4683', 'GCA_001654705.1_CDS_2619', 'GCF_001654705.1_CDS_2711']"
GCA_034424885.1_CDS_1347,"['GCA_013413495.1_CDS_4656', 'GCA_034424885.1_CDS_1347', 'GCA_034424905.1_CDS_1030', 'GCA_034424925.1_CDS_0065', 'GCF_002192695.1_CDS_1183']"
GCA_038024685.1_CDS_1964,"['GCA_038024675.1_CDS_0090', 'GCA_038024685.1_CDS_1964']"
JMCD_G1432_CDS_6282,['JMCD_G1432_CDS_6282']
GCA_000165835.1_CDS_3515,"['GCA_000165835.1_CDS_3515', 'GCA_003503255.1_CDS_2887', 'GCA_014353695.1_CDS_3035', 'GCA_014490035.1_CDS_4535', 'GCA_014529725.1_CDS_0915', 'GCF_002192695.1_CDS_4937', 'GCF_002192705.1_CDS_4590']"
JMCD_G1433_CDS_3696,['JMCD_G1433_CDS_3696']
JMCD_G1432_CDS_4873,['JMCD_G1432_CDS_4873']
DC32_G1318_CDS_5048,"['DC32_G1318_CDS_5048', 'GCA_013282255.1_CDS_3156', 'GCA_017745625.1_CDS_2622', 'GCA_034078005.1_CDS_5252', 'GCA_900475575.1_CDS_1131', 'HH1101_G1394_CDS_0839', 'NJ810_G1325_CDS_4873']"
GCA_003503255.1_CDS_3174,"['GCA_000165835.1_CDS_6021', 'GCA_003503255.1_CDS_3174', 'GCA_014353695.1_CDS_3394', 'GCA_014490035.1_CDS_5789', 'GCA_014529725.1_CDS_0861', 'GCF_002192695.1_CDS_1555', 'GCF_002192705.1_CDS_3178']"
GCF_009363015.1_CDS_5080,"['GCA_027922385.1_CDS_4625', 'GCF_009363015.1_CDS_5080']"
GCA_034424885.1_CDS_3282,"['GCA_034424885.1_CDS_3282', 'GCA_034424905.1_CDS_2473', 'GCA_034424925.1_CDS_3779']"
GCA_000165835.1_CDS_1995,['GCA_000165835.1_CDS_1995']
JMCD_G1432_CDS_6221,['JMCD_G1432_CDS_6221']
GCF_003031105.1_CDS_3082,"['GCA_001558915.2_CDS_1767', 'GCF_003031105.1_CDS_3082']"
GCA_001299335.1_CDS_4137,['GCA_001299335.1_CDS_4137']
GCA_032703345.1_CDS_5663,['GCA_032703345.1_CDS_5663']
GCA_025818255.1_CDS_3442,['GCA_025818255.1_CDS_3442']
GCA_001558755.2_CDS_6040,['GCA_001558755.2_CDS_6040']
GCA_032703345.1_CDS_5648,['GCA_032703345.1_CDS_5648']
GCA_000165835.1_CDS_6509,['GCA_000165835.1_CDS_6509']
AC5204_G1324_CDS_7458,"['AC5204_G1324_CDS_7458', 'DC32_G1318_CDS_4322', 'GCA_000508285.1_CDS_1732', 'GCA_000967095.1_CDS_0240', 'JMCD_G1432_CDS_6418', 'NJ810_G1325_CDS_4336']"
GCA_034078005.1_CDS_6214,['GCA_034078005.1_CDS_6214']
G1412_CDS_4536,['G1412_CDS_4536']
GCA_001957045.1_CDS_3018,['GCA_001957045.1_CDS_3018']
JMCD_G1432_CDS_5014,"['AC5204_G1324_CDS_5947', 'DC32_G1318_CDS_2403', 'GCA_001566985.1_CDS_1550', 'GCA_001641525.1_CDS_3384', 'JMCD_G1432_CDS_5014']"
GCA_022488545.1_CDS_0669,['GCA_022488545.1_CDS_0669']
GCA_000165835.1_CDS_0917,"['GCA_000165835.1_CDS_0917', 'GCA_017745625.1_CDS_4653']"
GCA_003293615.1_CDS_0131,['GCA_003293615.1_CDS_0131']
JMCD_G1434_CDS_5763,"['AC5204_G1324_CDS_5438', 'AC5204_G1324_CDS_5439', 'JMCD_G1434_CDS_5763']"
G1413_CDS_0261,"['EHC_G1409_CDS_5914', 'G1412_CDS_0253', 'G1412_CDS_0284', 'G1413_CDS_0261', 'G1413_CDS_0290', 'G1414_CDS_5186']"
GCA_027529815.1_CDS_5073,"['GCA_027529815.1_CDS_5073', 'GCA_029837755.1_CDS_6591', 'GCF_029837835.1_CDS_5747']"
PCF1_G1423_CDS_3855,"['PCF1_G1388_CDS_4623', 'PCF1_G1423_CDS_3855']"
GCA_001298935.1_CDS_1112,['GCA_001298935.1_CDS_1112']
G1412_CDS_1975,['G1412_CDS_1975']
PCF1_G1418_CDS_0014,"['JMCD_G1434_CDS_7253', 'PCF1_G1388_CDS_2292', 'PCF1_G1418_CDS_0014', 'PCF1_G1423_CDS_6484']"
GCA_001566985.1_CDS_1602,"['GCA_001566985.1_CDS_1389', 'GCA_001566985.1_CDS_1390', 'GCA_001566985.1_CDS_1570', 'GCA_001566985.1_CDS_1571', 'GCA_001566985.1_CDS_1572', 'GCA_001566985.1_CDS_1601', 'GCA_001566985.1_CDS_1602', 'GCF_009363015.1_CDS_4169']"
GCA_001566985.1_CDS_3915,"['GCA_001566985.1_CDS_3915', 'GCA_001641525.1_CDS_2267', 'GCF_001641525.1_CDS_2321', 'GCF_009363015.1_CDS_3713']"
GCA_001810925.1_CDS_5553,['GCA_001810925.1_CDS_5553']
NJ7201_G1323_CDS_6074,['NJ7201_G1323_CDS_6074']
GCF_009363015.1_CDS_5610,"['GCA_000165835.1_CDS_6724', 'GCF_009363015.1_CDS_5610']"
GCA_032703345.1_CDS_0201,"['GCA_008631215.1_CDS_5683', 'GCA_032703345.1_CDS_0201']"
GCA_003503255.1_CDS_6050,"['GCA_003503255.1_CDS_6050', 'GCA_014353695.1_CDS_5617', 'GCA_014490035.1_CDS_0794', 'GCA_014529725.1_CDS_2059', 'GCA_027922385.1_CDS_4503']"
GCA_014353695.1_CDS_5935,"['GCA_001299265.1_CDS_4619', 'GCA_014353695.1_CDS_5935', 'GCA_014490035.1_CDS_1960', 'GCA_014529725.1_CDS_0459']"
JMCD_G1434_CDS_7814,"['GCA_001299155.1_CDS_5586', 'JMCD_G1432_CDS_7490', 'JMCD_G1433_CDS_7595', 'JMCD_G1434_CDS_7814']"
GCA_034078005.1_CDS_5233,"['GCA_013282255.1_CDS_3136', 'GCA_017745625.1_CDS_2641', 'GCA_034078005.1_CDS_5233']"
GCA_001566985.1_CDS_5008,"['GCA_001566985.1_CDS_5008', 'GCF_001641525.1_CDS_3697', 'GCF_009363015.1_CDS_5008']"
GCA_003503255.1_CDS_1742,"['GCA_000165835.1_CDS_5347', 'GCA_003503255.1_CDS_1742', 'GCA_014353695.1_CDS_1683', 'GCA_014490035.1_CDS_1072', 'GCA_014529725.1_CDS_2634', 'GCF_002192695.1_CDS_0340', 'GCF_002192705.1_CDS_4930']"
GCA_027529815.1_CDS_3783,['GCA_027529815.1_CDS_3783']
GCA_900010105.1_CDS_5152,"['GCA_000165835.1_CDS_6711', 'GCA_001299335.1_CDS_4361', 'GCA_900010105.1_CDS_5152', 'NJ7201_G1323_CDS_1431']"
GCA_028462445.1_CDS_3100,"['GCA_016599195.1_CDS_5483', 'GCA_027529805.1_CDS_5301', 'GCA_028462445.1_CDS_3100']"
GCA_001051055.1_CDS_0159,"['GCA_001051055.1_CDS_0159', 'GCA_001957065.1_CDS_0666']"
G1412_CDS_1630,['G1412_CDS_1630']
GCA_001299415.1_CDS_5006,"['GCA_001299095.1_CDS_4818', 'GCA_001299415.1_CDS_5006']"
GCA_022444285.1_CDS_2113,['GCA_022444285.1_CDS_2113']
GCA_001299035.1_CDS_5406,['GCA_001299035.1_CDS_5406']
GCA_001558755.2_CDS_6131,['GCA_001558755.2_CDS_6131']
GCA_000186185.1_CDS_4763,['GCA_000186185.1_CDS_4763']
GCA_000967095.1_CDS_5045,['GCA_000967095.1_CDS_5045']
GCA_001641525.1_CDS_3180,"['GCA_001641525.1_CDS_3180', 'GCF_001641525.1_CDS_3255', 'GCF_009363015.1_CDS_1380']"
GCA_001815425.1_CDS_5271,"['GCA_001299335.1_CDS_4731', 'GCA_001815425.1_CDS_5271', 'GCA_001957055.1_CDS_4038', 'GCA_002083165.2_CDS_3533', 'GCA_010815595.1_CDS_4000', 'GCA_022488515.1_CDS_2463', 'GCA_028745525.1_CDS_4084']"
GCF_002192705.1_CDS_4561,"['GCF_002192695.1_CDS_2929', 'GCF_002192705.1_CDS_4561']"
GCA_000967095.1_CDS_1848,['GCA_000967095.1_CDS_1848']
GCA_003503255.1_CDS_5090,"['GCA_000165835.1_CDS_4744', 'GCA_003503255.1_CDS_5090', 'GCA_014353695.1_CDS_4577', 'GCA_014490035.1_CDS_1671', 'GCA_014529725.1_CDS_2918', 'GCF_002192695.1_CDS_6145', 'GCF_002192705.1_CDS_4463']"
PCF1_G1423_CDS_3992,['PCF1_G1423_CDS_3992']
GCA_017745625.1_CDS_0848,['GCA_017745625.1_CDS_0848']
GCA_039674625.1_CDS_1710,"['GCA_001957045.1_CDS_0538', 'GCA_027529815.1_CDS_1189', 'GCA_039674625.1_CDS_1710', 'GCA_039674625.1_CDS_1715', 'NJ7201_G1323_CDS_3167']"
GCA_001566985.1_CDS_1434,"['GCA_001566985.1_CDS_1434', 'GCA_001641525.1_CDS_5202', 'GCF_001641525.1_CDS_5340', 'GCF_009363015.1_CDS_4126']"
PCF1_G1401_CDS_0857,"['AC5204_G1324_CDS_6521', 'G1412_CDS_3219', 'GCA_001275875.1_CDS_5803', 'GCA_001276005.1_CDS_5135', 'GCA_025818255.1_CDS_0381', 'JMCD_G1434_CDS_0239', 'PCF1_G1401_CDS_0857']"
AC5204_G1324_CDS_4710,"['AC5204_G1324_CDS_3949', 'AC5204_G1324_CDS_4710', 'JMCD_G1432_CDS_3050', 'JMCD_G1433_CDS_2753', 'JMCD_G1434_CDS_2808', 'PCF1_G1423_CDS_2205']"
GCA_036527295.1_CDS_0723,['GCA_036527295.1_CDS_0723']
GCA_013282255.1_CDS_5638,['GCA_013282255.1_CDS_5638']
GCA_001298795.1_CDS_1336,['GCA_001298795.1_CDS_1336']
GCA_036527295.1_CDS_0689,['GCA_036527295.1_CDS_0689']
GCF_009363015.1_CDS_4568,"['GCA_001566985.1_CDS_3113', 'GCF_009363015.1_CDS_4568']"
GCA_001566985.1_CDS_4506,"['GCA_001566985.1_CDS_4506', 'GCA_001641525.1_CDS_1879', 'GCF_001641525.1_CDS_1918', 'GCF_009363015.1_CDS_5224']"
GCA_001566985.1_CDS_0027,"['GCA_001566985.1_CDS_0027', 'GCA_001641525.1_CDS_0327', 'GCA_001957065.1_CDS_4156', 'GCA_033096405.1_CDS_3032', 'GCF_001641525.1_CDS_0329', 'GCF_009363015.1_CDS_3048']"
GCA_001558915.2_CDS_1137,['GCA_001558915.2_CDS_1137']
GCA_028745525.1_CDS_2303,['GCA_028745525.1_CDS_2303']
GCA_036035015.1_CDS_5740,['GCA_036035015.1_CDS_5740']
GCA_027529815.1_CDS_3794,['GCA_027529815.1_CDS_3794']
GCA_022488505.1_CDS_4595,"['GCA_022444285.1_CDS_1543', 'GCA_022488505.1_CDS_4595']"
GCA_000165835.1_CDS_5450,"['GCA_000165835.1_CDS_0536', 'GCA_000165835.1_CDS_5450', 'GCA_027922385.1_CDS_3397', 'GCF_002192695.1_CDS_0874', 'GCF_002192695.1_CDS_2280', 'GCF_002192705.1_CDS_0061', 'GCF_002192705.1_CDS_4775']"
G1413_CDS_2583,['G1413_CDS_2583']
G1413_CDS_5578,['G1413_CDS_5578']
EHA_G1407_CDS_0894,"['EHA_G1407_CDS_0894', 'EHB_G1408_CDS_0383', 'EHC_G1409_CDS_1707', 'EHD_G1410_CDS_0663', 'GCA_001299235.1_CDS_0853', 'GCA_001299415.1_CDS_1754', 'GCA_027529585.1_CDS_4383']"
GCA_040438975.1_CDS_4379,"['GCA_040438975.1_CDS_1914', 'GCA_040438975.1_CDS_4379']"
GCA_013343135.1_CDS_2762,"['GCA_000508285.1_CDS_5309', 'GCA_001299235.1_CDS_2019', 'GCA_001457475.1_CDS_5276', 'GCA_013343135.1_CDS_2762', 'GCA_016027035.1_CDS_1939', 'GCA_022870085.1_CDS_0198', 'GCA_900475575.1_CDS_5212']"
GCA_033096405.1_CDS_3785,['GCA_033096405.1_CDS_3785']
NJ7201_G1323_CDS_0952,['NJ7201_G1323_CDS_0952']
GCA_900010105.1_CDS_3269,['GCA_900010105.1_CDS_3269']
PCF1_G1418_CDS_2005,"['PCF1_G1388_CDS_4279', 'PCF1_G1417_CDS_2009', 'PCF1_G1418_CDS_2005']"
GCA_027529815.1_CDS_3774,['GCA_027529815.1_CDS_3774']
GCF_001654705.1_CDS_1089,"['GCA_001558755.2_CDS_3853', 'GCA_001654705.1_CDS_1037', 'GCF_001654705.1_CDS_1089']"
